objectid;creationdate;species;dbh;treelatitude;treelongitude;centerlatitude;centerlongitude;comments;globalid;speed;traveldirection;compass;sourcetype;receivername;accuracyhorizontal;accuracyvertical;altitude;fixtype;correctionage;fixtime;editdate
177;11/21/2021 12:56;1;14;466964.85219518235;258535.36292622623;466967.8007263434;258534.40700261743;None;100d2e21-5fcc-4be7-8673-0af9d7407928;0.041655568;215.9652005;297.914032;3;"R2; 5834S09961: ITC-GIP";0.369802473;0.331956035;88.9130032;4;3;11/21/2021 12:55;11/21/2021 12:56
178;11/21/2021 12:57;1;14;466962.7145912405;258530.8985324377;466964.4194151352;258530.3460939459;None;1429c504-d3ed-4247-8c79-d6860cbb6f50;0.038518775;315.7419817;299.9399414;3;"R2; 5834S09961: ITC-GIP";0.62624246;1.123567168;87.1031763;4;3;11/21/2021 12:57;11/21/2021 12:57
179;11/21/2021 12:58;1;8;466961.36666651524;258529.2383471426;466963.0443943481;258528.69470997519;None;384bb5e1-8f76-412b-b806-d9258baa11c7;0.097522105;81.18531652;303.7702332;3;"R2; 5834S09961: ITC-GIP";0.404072302;0.594929738;88.43303757;4;4;11/21/2021 12:58;11/21/2021 12:58
180;11/21/2021 13:00;1;14;466959.695691428;258528.14986703702;466962.0789607367;258527.4466507285;None;08d4c173-d575-4d09-932e-570b499ba38a;0.058997907;82.09446502;299.6705017;3;"R2; 5834S09961: ITC-GIP";0.205973574;0.356162226;89.37342246;4;4;11/21/2021 12:59;11/21/2021 13:00
181;11/21/2021 13:02;0;22;466955.4255888778;258520.80075800908;466956.76874218957;258520.40472282754;None;b2bb3b18-c239-468c-8f5b-f306771dbfdc;0.022725143;116.8425833;315.7808838;3;"R2; 5834S09961: ITC-GIP";0.294510888;0.464942186;89.60307873;4;3;11/21/2021 13:02;11/21/2021 13:02
182;11/21/2021 13:04;1;12;466948.9933714199;258519.06354521157;466954.5257765995;258517.43029770872;None;be06f369-a693-41fa-943c-b67410b760c3;0.066122421;270.8634576;125.7492981;3;"R2; 5834S09961: ITC-GIP";0.274299054;0.567915484;88.63749885;4;4;11/21/2021 13:03;11/21/2021 13:04
183;11/21/2021 13:05;1;9;466944.5284209578;258514.7494961965;466951.05191825965;258512.82356006556;None;c19a06a4-998e-4543-a330-76879094a7a7;0.121435536;175.0242829;280.6071777;3;"R2; 5834S09961: ITC-GIP";0.194334893;0.388241393;89.21636942;4;4;11/21/2021 13:04;11/21/2021 13:05
184;11/21/2021 13:06;1;11;466941.83756049443;258509.26554861615;466946.7841328301;258507.60840815498;None;30205612-80ed-4770-9b8e-092af1510781;0.065588715;16.4611232;267.9488525;3;"R2; 5834S09961: ITC-GIP";0.343983773;0.466797448;88.76342093;4;4;11/21/2021 13:06;11/21/2021 13:06
185;11/21/2021 13:07;1;7;466937.6573786873;258502.54325108137;466941.35325554357;258501.30527299957;None;0b6fb263-0a0e-4a51-9700-fceb616dd0fa;0.032719418;3.12291271;287.1079407;3;"R2; 5834S09961: ITC-GIP";0.128769827;0.463991924;87.71812021;4;4;11/21/2021 13:07;11/21/2021 13:07
186;11/21/2021 13:08;1;9;466936.74296350084;258499.57653084508;466939.1649505386;258498.76549586235;None;69225d5f-b47f-407d-9530-286e9cc003c0;0.044364134;252.4991143;310.8019714;3;"R2; 5834S09961: ITC-GIP";0.513013035;0.421979103;88.20563599;4;3;11/21/2021 13:08;11/21/2021 13:08
187;11/21/2021 13:09;1;9;466933.6818197132;258498.1071785424;466937.6500431409;258497.00727110918;None;0220228e-2cc2-4299-9c84-1090230a0362;0.028704076;31.20912636;290.3180542;3;"R2; 5834S09961: ITC-GIP";0.386636153;0.637057913;87.62846226;4;4;11/21/2021 13:09;11/21/2021 13:09
188;11/21/2021 13:11;0;17;466934.09727158194;258494.5504075085;466936.54704205436;258494.16181090014;None;89948fb0-f01f-45c5-9504-1af8e089304e;0.030467116;47.99205632;294.8578796;3;"R2; 5834S09961: ITC-GIP";0.631555105;0.73172932;88.74604988;4;3;11/21/2021 13:10;11/21/2021 13:11
189;11/21/2021 13:12;1;9;466925.65534276364;258483.74902812394;466932.11331075797;258482.72386494227;None;871be3f7-57bb-4d87-a227-cd9b0987d237;0.099752578;168.5466608;312.1199036;3;"R2; 5834S09961: ITC-GIP";0.655059461;0.782086564;78.429092;4;3;11/21/2021 13:12;11/21/2021 13:12
190;11/21/2021 13:15;1;9;466928.57524547155;258481.44354076203;466931.3110341971;258480.88941058255;None;0eb14d2a-f4cd-4ac4-89fd-d1a9361e6344;0.092217992;336.7873535;330.4958801;3;"R2; 5834S09961: ITC-GIP";0.318685459;0.4573368;89.07790026;4;4;11/21/2021 13:15;11/21/2021 13:15
191;11/21/2021 13:16;1;8;466923.0048801761;258479.56330726584;466929.93193856685;258478.15943481377;Kwijnend ;c98a2ec0-ea28-439a-81da-236b55db6d82;0.084767763;93.47600027;339.9089966;3;"R2; 5834S09961: ITC-GIP";0.383731503;0.484898534;83.0054163;4;3;11/21/2021 13:16;11/21/2021 13:16
192;11/21/2021 13:18;1;10;466924.9021046576;258475.2843484822;466928.1474271841;258474.62691544613;Tip dood?;d8ee0b89-aa14-46a1-963a-ae3d82199926;0.156805247;341.609065;334.8622131;3;"R2; 5834S09961: ITC-GIP";0.342987555;0.480559855;87.80740464;4;4;11/21/2021 13:17;11/21/2021 13:18
193;11/21/2021 13:19;1;11;466921.5084375602;258471.42590468953;466926.06408131146;258470.5028304376;None;a960367c-4b4f-4593-b942-af07a1f94bb6;0.0527597;51.15166311;348.3967285;3;"R2; 5834S09961: ITC-GIP";0.377214513;0.451150998;87.75070433;4;4;11/21/2021 13:19;11/21/2021 13:19
194;11/21/2021 13:20;1;8;466921.55241012725;258467.50566283555;466924.54271833744;258467.0943824505;None;b771e3a0-8cfa-4d80-bd0f-9b8ab79816be;0.068432697;194.7089605;318.5245972;3;"R2; 5834S09961: ITC-GIP";0.164062732;0.350857521;88.23819556;4;3;11/21/2021 13:19;11/21/2021 13:20
195;11/21/2021 13:21;1;14;466920.2694737695;258462.34121749495;466922.85074792994;258461.98624105655;None;c5ed8856-0d5e-49cd-a08f-a5a341a079dc;0.051088738;187.4664521;310.4762268;3;"R2; 5834S09961: ITC-GIP";0.170325222;1.166958287;85.51524595;4;3;11/21/2021 13:21;11/21/2021 13:21
196;11/21/2021 13:22;1;12;466918.63347641256;258455.78025602706;466920.70100131887;258455.49602302824;None;26d0c454-26e2-404a-b8f1-858f2817411e;0.033178104;39.27850905;254.4686737;3;"R2; 5834S09961: ITC-GIP";0.132306017;0.428566198;87.76909642;4;3;11/21/2021 13:22;11/21/2021 13:22
197;11/21/2021 13:24;1;11;466918.059125668;258450.06806583982;466918.86643794295;258449.9573380262;None;32850167-e9b4-4df0-8922-a01255fc0deb;0.042264011;330.7108646;348.136322;3;"R2; 5834S09961: ITC-GIP";0.100001147;0.099998851;89.19636935;4;3;11/21/2021 13:23;11/21/2021 13:24
198;11/21/2021 13:25;1;14;466917.40698691766;258443.02581518263;466918.5110573105;258443.00688788417;None;1b632883-8fa4-4b6f-9f40-932ff7b7e830;0.056880761;233.4508238;329.7403259;3;"R2; 5834S09961: ITC-GIP";0.237478776;0.332243384;88.90589077;4;4;11/21/2021 13:24;11/21/2021 13:25
199;11/21/2021 13:26;0;17;466914.96678175294;258437.0673284771;466918.4412735497;258437.00722216722;None;794d4eff-9988-4556-a66a-fa7c59c56bcf;0.043245443;2.617365383;339.3638306;3;"R2; 5834S09961: ITC-GIP";0.292770528;0.431145367;85.44623469;4;3;11/21/2021 13:25;11/21/2021 13:26
200;11/21/2021 13:27;1;7;466914.08454816026;258435.11025005078;466918.41833835543;258435.03522990545;None;7d6e439e-5cb6-465f-b92d-395fb43c0057;0.08663612;194.792525;343.8302917;3;"R2; 5834S09961: ITC-GIP";0.199672594;0.278845791;88.69766695;4;5;11/21/2021 13:26;11/21/2021 13:27
201;11/21/2021 13:28;1;13;466913.2457866031;258430.69654590392;466918.27420221985;258430.52905567817;None;50119071-1089-4aab-8906-10a1bff95da2;0.044355943;44.80355152;341.9832764;3;"R2; 5834S09961: ITC-GIP";0.134493815;0.231526951;85.33403735;4;3;11/21/2021 13:28;11/21/2021 13:28
202;11/21/2021 13:29;1;10;466915.3392721985;258425.63072004204;466918.00507782295;258425.54205373162;None;0e755944-a118-479c-acb5-6183d3c17e9e;0.079475661;212.7213451;348.5731201;3;"R2; 5834S09961: ITC-GIP";0.267956993;0.347744931;86.31023936;4;3;11/21/2021 13:29;11/21/2021 13:29
203;11/21/2021 13:30;1;12;466914.9860672497;258420.9687950728;466917.75331858435;258420.8767518462;None;146aece6-961f-4733-9908-3578526afad9;0.044060883;319.737402;356.719574;3;"R2; 5834S09961: ITC-GIP";0.317491516;0.468410307;87.8402723;4;3;11/21/2021 13:30;11/21/2021 13:30
204;11/21/2021 13:31;1;13;466914.3401386393;258411.33802413935;466917.2333887885;258411.24177447817;None;0352dc4e-ab99-4366-a15b-9f542b71feaf;0.042537304;0.352076569;336.6479492;3;"R2; 5834S09961: ITC-GIP";0.14518364;0.255000929;84.93563338;4;3;11/21/2021 13:31;11/21/2021 13:31
205;11/21/2021 13:33;1;16;466914.03463347023;258401.2243821087;466916.517108801;258401.12118327979;None;af22cb9c-2af2-4220-987c-8f56aa799c5d;0.049675869;65.93953328;330.8722839;3;"R2; 5834S09961: ITC-GIP";0.301689132;0.612861755;88.50165179;4;3;11/21/2021 13:32;11/21/2021 13:33
206;11/21/2021 13:34;1;11;466914.7464781952;258394.63792379142;466916.0201888874;258394.58511565867;None;d69a7cb5-a299-4402-bf81-a6f0e80e480a;0.12038774;328.1765841;341.894165;3;"R2; 5834S09961: ITC-GIP";0.302610769;0.507141248;89.188773;4;3;11/21/2021 13:34;11/21/2021 13:34
207;11/21/2021 13:35;1;14;466913.76468003035;258388.86409074755;466915.57951283874;258388.788736907;None;b8b3321c-a059-445c-8b4e-a9aa68297af4;0.067681071;336.1497888;327.3420105;3;"R2; 5834S09961: ITC-GIP";0.298843667;0.763951327;91.66983401;4;3;11/21/2021 13:35;11/21/2021 13:35
208;11/21/2021 13:36;1;10;466913.1587052516;258384.13438939207;466915.21915733715;258384.0487777815;None;86431ab8-1c6b-4353-b16a-7a54519fc51e;0.017312503;275.7687561;323.6843872;3;"R2; 5834S09961: ITC-GIP";0.26426626;0.39318276;84.82621553;4;4;11/21/2021 13:36;11/21/2021 13:36
209;11/21/2021 13:37;1;9;466914.34628080355;258377.94862818244;466914.7541295653;258377.93191632032;None;b045ac08-77e2-4d9d-b302-1eb241425635;0.208294384;119.414973;315.6360168;3;"R2; 5834S09961: ITC-GIP";0.483778772;0.497851313;90.12940175;4;3;11/21/2021 13:37;11/21/2021 13:37
210;11/21/2021 13:38;1;14;466913.00352066045;258372.9027902818;466914.3675018242;258372.84623332834;None;e7bc3d37-9cf8-4333-b829-2e299251f14f;0.111724497;262.7990186;317.0345764;3;"R2; 5834S09961: ITC-GIP";0.375925704;0.695170295;91.69925052;4;4;11/21/2021 13:38;11/21/2021 13:38
211;11/22/2021 11:53;0;16;466912.89725550567;258365.0820133853;466913.77449777006;258365.04575145338;None;bef1b440-2446-4a59-8187-880560c7bb8c;0.040603853;184.5721784;290.2051392;3;"R2; 5834S09961: ITC-GIP";0.672765443;1.645948861;93.87568819;4;4;11/22/2021 11:53;11/22/2021 11:53
212;11/22/2021 11:55;1;11;466913.0109038438;258359.84945025176;466913.70576395903;258359.84393962577;None;f7f933e7-27a4-4398-abc8-f5b8699d5630;0.04707632;254.0254284;305.5098877;3;"R2; 5834S09961: ITC-GIP";0.64033996;1.30852804;86.90199924;4;3;11/22/2021 11:54;11/22/2021 11:55
213;11/22/2021 11:56;0;21;466914.0559667641;258355.52876904543;466913.75933533465;258355.5314666187;None;fe7e0bd1-a6fc-411c-98ea-0c8bd63eb28c;0.143493157;356.5209806;301.8316956;3;"R2; 5834S09961: ITC-GIP";1.256210892;1.965282234;92.240668;4;4;11/22/2021 11:56;11/22/2021 11:56
214;11/22/2021 11:58;0;18;466910.85079603875;258348.5287775555;466913.84663842444;258348.5042514722;None;3c4bdc34-c6c5-4622-a976-223f1ace928a;0.124215495;142.3407369;289.8840637;3;"R2; 5834S09961: ITC-GIP";0.809983082;2.748756078;84.7422119;4;4;11/22/2021 11:58;11/22/2021 11:58
215;11/22/2021 12:00;0;13;466913.61224552867;258342.02823477233;466913.8427570001;258342.02166729711;None;17fed016-ea71-4894-9ba6-f34a3e2458f8;0.047012816;119.1508493;306.045166;3;"R2; 5834S09961: ITC-GIP";0.34834686;0.976215728;87.58655095;4;4;11/22/2021 11:59;11/22/2021 12:00
216;11/22/2021 12:02;1;15;466913.5276540542;258325.58191490022;466913.1180501465;258325.59434293397;None;79e4d7ec-d241-47cf-abf1-d46fe3e8e711;0.153176239;311.1542517;282.2089233;3;"R2; 5834S09961: ITC-GIP";0.930730686;1.912338787;97.51335111;4;3;11/22/2021 12:02;11/22/2021 12:02
217;11/22/2021 12:03;0;11;466910.7135661982;258317.95933221403;466912.77855611127;258317.89842146751;None;3d268392-a8d5-4be7-a95e-15fc189b2e28;0.089941476;158.0539509;305.5031433;3;"R2; 5834S09961: ITC-GIP";0.75514958;1.284005448;88.84323514;4;4;11/22/2021 12:03;11/22/2021 12:03
218;11/22/2021 12:05;1;17;466912.9381128245;258312.60391366133;466912.6407808102;258312.6067020027;None;1651ebba-2b2e-463c-bd36-2a4541d1c48d;0.059591797;82.72018195;301.1997986;3;"R2; 5834S09961: ITC-GIP";0.645005291;0.855790872;83.98747815;4;4;11/22/2021 12:05;11/22/2021 12:05
219;11/22/2021 12:07;0;20;466915.16719144967;258309.29054340028;466912.6785380379;258309.31224029872;None;e29b4286-2efe-4059-b711-c781e790991e;0.024200626;340.5682138;316.0823364;3;"R2; 5834S09961: ITC-GIP";0.544075743;0.794839114;89.98989152;4;4;11/22/2021 12:07;11/22/2021 12:07
220;11/22/2021 12:08;1;7;466912.04699730314;258298.78264354233;466912.7993021878;258298.77639108276;None;01efd48f-b683-4c37-9731-e4e2e9adf215;0.0394907;47.37004905;312.7572632;3;"R2; 5834S09961: ITC-GIP";0.669719687;1.157954516;86.74277051;4;3;11/22/2021 12:08;11/22/2021 12:08
221;11/22/2021 12:09;1;8;466911.07878489967;258295.52854646585;466912.836705048;258295.5136424777;None;d391351e-2c3a-4e8d-9467-81dbf9bdba6f;0.156420149;327.4915405;313.0574951;3;"R2; 5834S09961: ITC-GIP";0.757405333;1.275766002;92.42184114;4;3;11/22/2021 12:09;11/22/2021 12:09
222;11/22/2021 12:11;1;10;466908.0881687705;258290.33448214078;466912.89655359305;258290.29328809277;None;c22a9c7b-2268-4ea2-bf9e-961ca240f68f;0.112669254;220.4041868;302.0276489;3;"R2; 5834S09961: ITC-GIP";0.911517273;1.133006338;91.0124421;4;3;11/22/2021 12:10;11/22/2021 12:11
223;11/22/2021 12:12;1;4;466909.45562756713;258286.2068062339;466912.8999726353;258286.08192516564;None;00a0c81e-9e04-40e5-9a8f-04c293ac1298;0.064622623;145.7549296;309.8372192;3;"R2; 5834S09961: ITC-GIP";0.798652677;1.197888266;95.00745665;4;4;11/22/2021 12:11;11/22/2021 12:12
224;11/22/2021 12:14;0;22;466910.1431748635;258279.1909006867;466912.46812827;258279.1066916241;None;33afdfad-1097-4070-b132-ff7c86dc8ccf;0.05103727;74.91067476;304.4732361;3;"R2; 5834S09961: ITC-GIP";2.346545917;2.73071778;90.92570463;4;4;11/22/2021 12:13;11/22/2021 12:14
225;11/22/2021 12:17;1;7;466910.42573833046;258279.61451589497;466912.49493034865;258279.5396085898;None;aa5dc89c-0d73-4a8c-96ab-19272ee5595f;0.048599095;349.0899819;300.6748047;3;"R2; 5834S09961: ITC-GIP";1.58674299;2.28564874;93.28172992;4;3;11/22/2021 12:16;11/22/2021 12:17
226;11/22/2021 12:19;0;18;466912.0514735463;258274.20200250595;466912.1642430695;258274.19818365487;None;e234924d-2792-4552-8065-22daff4caa9f;0.028598589;307.5895033;291.7608032;3;"R2; 5834S09961: ITC-GIP";1.126110798;1.184002622;89.99596851;4;3;11/22/2021 12:18;11/22/2021 12:19
227;11/22/2021 12:20;1;9;466911.8246938251;258272.71618605097;466912.0816960765;258272.7130280923;None;9add831e-2caa-418a-a5cb-380d85a6c4ed;0.013186857;136.5930009;309.7059631;3;"R2; 5834S09961: ITC-GIP";0.861944655;1.25955809;87.94801175;4;4;11/22/2021 12:19;11/22/2021 12:20
228;11/22/2021 12:21;1;12;466911.7730063977;258261.14804176398;466912.16134143615;258261.15651097157;None;bd00f7c1-cd21-435b-9509-0af010155516;0.032612929;318.008661;308.6149597;3;"R2; 5834S09961: ITC-GIP";0.78512147;0.653399078;90.13510621;4;4;11/22/2021 12:21;11/22/2021 12:21
229;11/22/2021 12:23;1;12;466912.9078188382;258254.50463023444;466912.7633827908;258254.50176304503;None;6b2b6b0d-e713-4a0f-b4a6-2517ade3b3d6;0.034292315;334.0145557;334.5932007;3;"R2; 5834S09961: ITC-GIP";0.695618755;1.083605784;94.42619374;4;3;11/22/2021 12:22;11/22/2021 12:23
230;11/22/2021 12:25;1;12;466910.9051955813;258252.5530146872;466912.9250944493;258252.71427782672;None;0b5cf018-ae82-4cf4-b74a-9ccdd9a00452;0.123532025;115.8091657;340.5061035;3;"R2; 5834S09961: ITC-GIP";0.809843278;1.07758234;88.8074018;4;4;11/22/2021 12:23;11/22/2021 12:25
231;11/23/2021 7:51;1;14;467025.1524205656;258576.17949646164;467025.1800533086;258576.15297076438;None;1413462d-6587-4583-9d5c-bf587a402afc;0.041602712;181.5105477;337.9515076;3;"R2; 5834S09961: ITC-GIP";1.079230582;1.233304805;85.14141331;4;4;11/23/2021 7:51;11/23/2021 7:51
232;11/23/2021 7:52;1;13;467022.8849519276;258573.39124769074;467021.4901560629;258574.8102138963;None;1721487c-9507-4c09-8f4b-e654f45e5e5c;0.139734064;180.1425855;135.0627899;3;"R2; 5834S09961: ITC-GIP";1.347209357;1.681509885;90.7959558;4;4;11/23/2021 7:52;11/23/2021 7:52
233;11/23/2021 7:54;1;13;467016.0914078307;258568.4198577836;467012.8856001723;258571.6789996216;None;7f6f818a-794a-467b-9aae-3c65710a4c73;0.187809616;129.9160524;146.5171661;3;"R2; 5834S09961: ITC-GIP";1.019739777;0.733066127;87.06558234;4;4;11/23/2021 7:54;11/23/2021 7:54
234;11/23/2021 7:55;1;12;467011.9455503404;258567.0762550609;467007.8931919392;258569.01233744295;None;9475785f-9d9c-4cf9-97f3-8fcb8bfbd4c8;0.096194818;15.86294255;126.8620987;3;"R2; 5834S09961: ITC-GIP";0.926469048;1.453315153;85.82450278;4;4;11/23/2021 7:55;11/23/2021 7:55
235;11/23/2021 7:56;1;12;467008.10635969136;258564.0085736148;467004.0594567362;258565.94211031892;None;f473c553-311c-47eb-870a-5a99beb7be30;0.084823799;297.9273398;130.1539612;3;"R2; 5834S09961: ITC-GIP";1.959066084;1.785450232;92.0089469;4;4;11/23/2021 7:56;11/23/2021 7:56
236;11/23/2021 7:58;1;14;467002.82274487405;258560.3567829189;466999.2291949229;258562.0738108755;None;780988b1-553b-496c-8b0a-d8621aab152c;0.043469312;343.6518582;150.4345398;3;"R2; 5834S09961: ITC-GIP";0.893737944;0.811418204;91.46563661;4;4;11/23/2021 7:58;11/23/2021 7:58
237;11/23/2021 7:59;1;16;466996.5978856666;258557.30526037322;466994.51688128547;258558.29996006397;None;6059cc8b-7b26-4615-882f-a70b817efde9;0.055104303;59.46298587;140.8424683;3;"R2; 5834S09961: ITC-GIP";0.459550199;0.777946819;91.19804004;4;4;11/23/2021 7:59;11/23/2021 7:59
238;11/23/2021 8:00;1;14;466992.46345481765;258554.7501419541;466990.654066857;258555.82779836448;None;d4a52aa0-d779-4db0-bbec-803a2a6ed9b9;0.078030852;15.78015489;148.9752197;3;"R2; 5834S09961: ITC-GIP";0.764338632;2.261869741;90.50843268;4;4;11/23/2021 7:59;11/23/2021 8:00
239;11/23/2021 8:02;1;12;466983.31928357616;258551.74417041833;466983.7957924518;258551.46166923922;None;50c36ee3-d41a-4075-8f1c-e1b9fdc35671;0.525781314;127.397213;160.9543457;3;"R2; 5834S09961: ITC-GIP";0.487567672;0.836627794;87.23168566;4;3;11/23/2021 8:01;11/23/2021 8:02
240;11/23/2021 8:02;1;16;466981.1998291929;258546.6606749397;466978.644443132;258548.18219653115;None;e999f890-5883-46b7-a0d8-bc20301d927b;0.165022246;345.7956008;158.7868347;3;"R2; 5834S09961: ITC-GIP";0.542853817;1.046960496;90.09399964;4;3;11/23/2021 8:02;11/23/2021 8:02
241;11/23/2021 8:03;1;13;466977.53172042134;258541.81679456742;466973.88009970693;258542.72599263059;None;2a4e4303-3ced-4572-8e38-2a9174bf9e65;0.085515551;97.92698341;159.0557556;3;"R2; 5834S09961: ITC-GIP";0.592486108;1.433003817;94.23802689;4;3;11/23/2021 8:03;11/23/2021 8:03
242;11/23/2021 8:04;0;19;466972.2999350124;258538.03021178808;466971.13329945;258538.40936809801;None;c5cd6dd2-5726-465e-8141-b6bc57f571a8;0.107249962;305.4073918;149.2698212;3;"R2; 5834S09961: ITC-GIP";0.942794665;0.790116067;87.71156599;4;3;11/23/2021 8:04;11/23/2021 8:04
243;11/23/2021 8:05;1;14;466969.2889987885;258532.4684732653;466966.84691071516;258533.2614840236;None;74d94ec1-93c5-416e-bd30-e862a5a6c1cc;0.042581848;6.533488591;154.480896;3;"R2; 5834S09961: ITC-GIP";1.010888128;1.091430578;95.61707167;4;4;11/23/2021 8:05;11/23/2021 8:05
244;11/23/2021 8:06;1;13;466964.2013727953;258530.3640297994;466964.38524918735;258530.30506105864;None;3cc98d0d-4c07-4590-b32b-b719e1916bf1;0.037338874;1.091429507;159.1798859;3;"R2; 5834S09961: ITC-GIP";0.555478926;1.133297055;90.82572503;4;4;11/23/2021 8:06;11/23/2021 8:06
245;11/23/2021 8:07;1;15;466962.2491288168;258524.70617007354;466960.42021136824;258525.24697154592;None;379e01d4-500c-4db6-bad3-fa0d512142c5;0.155070632;193.6366428;156.3950043;3;"R2; 5834S09961: ITC-GIP";0.340283748;0.51378596;93.99500869;4;5;11/23/2021 8:07;11/23/2021 8:07
246;11/23/2021 8:08;1;13;466954.5453030336;258520.48226191383;466956.41197730554;258519.9316127311;None;177631b1-791b-4db8-98bc-489358f0b1ce;0.101479781;159.0170043;148.3411255;3;"R2; 5834S09961: ITC-GIP";0.614989471;1.09331542;89.1474212;4;4;11/23/2021 8:08;11/23/2021 8:08
247;11/23/2021 8:08;1;12;466948.8160942951;258513.23856324411;466950.9010407966;258512.62347883824;None;60ce3637-8db4-4218-a955-1236d7e76799;0.083764244;321.3853197;161.9363861;3;"R2; 5834S09961: ITC-GIP";0.546887068;0.583267987;92.54205927;4;4;11/23/2021 8:08;11/23/2021 8:08
248;11/23/2021 8:10;1;14;466946.0047111903;258512.16178271838;466949.7248718218;258511.06373990292;None;61ea27c8-9e3c-4891-8b76-410fcf53bd11;0.034125318;55.41610147;159.9261932;3;"R2; 5834S09961: ITC-GIP";0.694002889;1.25353053;87.56272422;4;3;11/23/2021 8:10;11/23/2021 8:10
249;11/23/2021 8:11;1;12;466942.86486820754;258506.81595671183;466945.37662038166;258505.97483615926;None;f7250f25-de70-4c36-b083-83053ebebf25;0.102131652;19.31272517;180.9410248;3;"R2; 5834S09961: ITC-GIP";1.101663627;1.224285099;88.45294068;4;3;11/23/2021 8:11;11/23/2021 8:11
250;11/23/2021 8:12;1;12;466941.38818926027;258504.0471447612;466943.19461165887;258503.44237351447;None;359b9b38-a89a-4aee-a709-86b736ce3a0f;0.090307143;129.6490703;175.8820953;3;"R2; 5834S09961: ITC-GIP";0.703640602;0.820691951;83.27447269;4;4;11/23/2021 8:12;11/23/2021 8:12
251;11/23/2021 8:12;0;18;466939.84238681186;258500.1046022812;466940.21244980843;258499.98123851325;None;fe36d079-47c2-4e6e-90f1-b6149578d5b7;0.035259606;174.5747327;173.589447;3;"R2; 5834S09961: ITC-GIP";0.527977283;0.549126741;85.5943212;4;5;11/23/2021 8:12;11/23/2021 8:12
252;11/23/2021 8:13;1;14;466935.87937098194;258495.2053678343;466936.88954808307;258495.0453892866;None;850d3cb3-ca12-434e-aad0-adef24ffee50;0.005921981;304.6709791;181.6871643;3;"R2; 5834S09961: ITC-GIP";0.470688307;0.801548522;88.94842915;4;3;11/23/2021 8:13;11/23/2021 8:13
253;11/23/2021 8:14;1;11;466935.21717695345;258490.0314725986;466934.9618692879;258490.07246171028;None;0e2eb208-f192-417a-abd3-84d7e77ae1bc;0.054105095;329.5652675;175.5420685;3;"R2; 5834S09961: ITC-GIP";0.650981062;1.100985288;88.98893552;4;4;11/23/2021 8:14;11/23/2021 8:14
254;11/23/2021 8:14;1;10;466931.42044765997;258484.83293646824;466932.843435487;258484.60741483764;None;a59f40ed-a7ed-459d-9df4-71159074dc55;0.198012324;63.69709625;189.3091431;3;"R2; 5834S09961: ITC-GIP";0.525458418;1.24684918;91.19052028;4;3;11/23/2021 8:14;11/23/2021 8:14
255;11/23/2021 8:15;1;7;466931.2557254857;258482.4297057846;466931.9563281889;258482.31888656004;None;ef5eeee7-cb77-41ac-bddc-98a062314ea4;0.067811475;142.7668954;209.9429626;3;"R2; 5834S09961: ITC-GIP";0.341139888;0.525771609;87.95211293;4;4;11/23/2021 8:15;11/23/2021 8:15
256;11/23/2021 8:16;1;12;466927.6187746388;258474.27246990945;466927.9361263097;258474.20863550022;None;4a9e18fb-ac38-4aea-95ff-a44d86409cd2;0.054743705;234.1796487;181.8981171;3;"R2; 5834S09961: ITC-GIP";0.739286605;0.837339128;88.61002116;4;3;11/23/2021 8:16;11/23/2021 8:16
257;11/23/2021 8:17;1;10;466925.0517747352;258469.4419936376;466925.4841548986;258469.35483592626;None;46ea9e7f-94f2-47b7-8f25-698b82219c3c;0.075535214;95.3460699;203.400238;3;"R2; 5834S09961: ITC-GIP";0.665274875;0.818128737;87.95112854;4;4;11/23/2021 8:17;11/23/2021 8:17
258;11/23/2021 8:17;1;13;466923.275466872;258463.14142176672;466923.235341334;258463.14734903252;None;42c0a1e8-f2e6-4bcb-a00b-892555ae130c;0.023038298;157.8139289;206.5536957;3;"R2; 5834S09961: ITC-GIP";0.230394988;0.392123411;86.27655483;4;4;11/23/2021 8:17;11/23/2021 8:17
259;11/23/2021 8:18;1;11;466923.8199985301;258457.23588644032;466921.388318356;258457.5710790765;None;faac15ce-443a-491d-8831-458f02f438c4;0.121234005;357.9741417;200.6744843;3;"R2; 5834S09961: ITC-GIP";0.372232545;0.789887057;88.73953434;4;4;11/23/2021 8:18;11/23/2021 8:18
260;11/23/2021 8:19;1;16;466922.0774467363;258452.12794990843;466919.6942187078;258452.45647331455;None;3f9bd445-599b-42b3-a1f3-c5911a4e948a;0.120852022;253.5132769;207.1438446;3;"R2; 5834S09961: ITC-GIP";0.285834664;0.465073359;89.55190359;4;3;11/23/2021 8:19;11/23/2021 8:19
261;11/23/2021 8:20;1;9;466921.1048153878;258445.72543592117;466918.5432002976;258445.7701746461;None;d50503fa-6432-4093-8517-509608249d97;0.174229378;148.1043225;198.4997253;3;"R2; 5834S09961: ITC-GIP";0.329794898;0.461118097;86.33224333;4;3;11/23/2021 8:19;11/23/2021 8:20
262;11/23/2021 8:21;1;16;466920.0421860284;258439.4926061101;466918.4705012158;258439.5201493273;None;3fd75583-5bb5-4e55-81fa-7a7149124321;0.130063205;354.3901873;209.5393372;3;"R2; 5834S09961: ITC-GIP";0.314395975;0.752466753;86.98091609;4;3;11/23/2021 8:21;11/23/2021 8:21
